time,open,high,low,close,tick_volume,spread,real_volume
2025-11-28 16:12:00,156.013,156.023,156.008,156.022,82.0,22,0.0
2025-11-28 16:13:00,156.022,156.022,156.019,156.02,15.0,22,0.0
2025-11-28 16:14:00,156.02,156.032,156.016,156.03,14.0,21,0.0
2025-11-28 16:15:00,156.031,156.089,156.031,156.087,75.0,21,0.0
2025-11-28 16:16:00,156.088,156.095,156.081,156.084,92.0,23,0.0
2025-11-28 16:17:00,156.084,156.09,156.082,156.087,84.0,23,0.0
2025-11-28 16:18:00,156.085,156.088,156.077,156.078,82.0,22,0.0
2025-11-28 16:19:00,156.077,156.132,156.077,156.132,127.0,21,0.0
2025-11-28 16:20:00,156.132,156.133,156.126,156.132,69.0,23,0.0
2025-11-28 16:21:00,156.131,156.131,156.116,156.129,70.0,22,0.0
2025-11-28 16:22:00,156.129,156.165,156.128,156.165,67.0,22,0.0
2025-11-28 16:23:00,156.164,156.165,156.152,156.163,97.0,21,0.0
2025-11-28 16:24:00,156.163,156.2,156.162,156.199,56.0,22,0.0
2025-11-28 16:25:00,156.198,156.253,156.198,156.239,54.0,21,0.0
2025-11-28 16:26:00,156.24,156.283,156.24,156.275,92.0,22,0.0
2025-11-28 16:27:00,156.274,156.308,156.273,156.296,113.0,22,0.0
2025-11-28 16:28:00,156.297,156.339,156.295,156.311,113.0,21,0.0
2025-11-28 16:29:00,156.31,156.317,156.256,156.268,147.0,22,0.0
2025-11-28 16:30:00,156.269,156.356,156.247,156.348,182.0,22,0.0
2025-11-28 16:31:00,156.347,156.379,156.345,156.36,118.0,22,0.0
2025-11-28 16:32:00,156.361,156.372,156.318,156.326,116.0,21,0.0
2025-11-28 16:33:00,156.326,156.344,156.32,156.332,72.0,23,0.0
2025-11-28 16:34:00,156.333,156.341,156.287,156.293,69.0,25,0.0
